0.000,38.200,45.400,0.000,0.014,0.014,
0.100,38.300,44.300,0.000,0.069,0.069,
0.200,38.200,46.000,-1.000,0.208,0.206,
0.300,39.300,50.600,-1.000,0.364,0.361,
0.400,38.300,50.400,-2.000,0.514,0.514,
0.500,38.400,49.900,-3.000,0.661,0.661,
0.600,38.500,33.800,-3.000,0.803,0.806,
0.700,38.400,33.000,-4.000,0.947,0.947,
0.800,39.300,32.600,-4.000,1.089,1.089,
0.900,40.600,32.600,-4.000,1.231,1.231,
1.000,39.700,32.600,-5.000,1.369,1.372,
1.100,39.900,32.600,-5.000,1.511,1.514,
1.200,40.800,32.600,-5.000,1.658,1.658,
1.300,41.000,32.600,-5.000,1.797,1.797,
1.400,40.800,32.600,-6.000,1.942,1.944,
1.500,41.000,32.600,-6.000,2.083,2.083,
1.600,40.800,32.600,-7.000,2.225,2.225,
1.700,41.000,32.600,-7.000,2.361,2.367,
1.800,41.000,39.700,-7.000,2.503,2.511,
1.900,41.200,39.300,-7.000,2.642,2.653,
2.000,42.000,38.400,-7.000,2.783,2.792,
2.100,42.000,36.500,-7.000,2.931,2.936,
2.200,42.500,35.300,-6.000,3.069,3.078,
2.300,42.000,34.900,-5.000,3.208,3.217,
2.400,42.000,34.500,-4.000,3.353,3.361,
2.500,42.900,44.600,-4.000,3.489,3.500,
2.600,42.900,36.100,-3.000,3.636,3.650,
2.700,42.900,46.400,-2.000,3.778,3.792,
2.800,43.500,45.400,-1.000,3.914,3.931,
2.900,42.800,45.200,0.000,4.058,4.075,
3.000,42.500,45.400,1.000,4.200,4.217,
3.100,43.300,46.200,2.000,4.336,4.356,
3.200,42.000,46.400,5.000,4.481,4.500,
3.300,42.500,47.500,6.000,4.619,4.644,
3.400,42.000,33.400,6.000,4.761,4.783,
3.500,42.000,32.100,5.000,4.906,4.925,
3.600,41.600,47.400,5.000,5.047,5.061,
3.700,41.100,48.300,4.000,5.189,5.197,
3.800,41.600,48.300,4.000,5.331,5.339,
